"REF_DATE","GEO","DGUID","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2008","Grande Prairie (CA), Alberta","2016S0504850","Both sexes","All ages","Persons","249","units","0","v1060814071","130.1.1","54019","","","","0"
"2009","Grande Prairie (CA), Alberta","2016S0504850","Both sexes","All ages","Persons","249","units","0","v1060814071","130.1.1","55499","","","","0"
"2010","Grande Prairie (CA), Alberta","2016S0504850","Both sexes","All ages","Persons","249","units","0","v1060814071","130.1.1","56583","","","","0"
"2011","Grande Prairie (CA), Alberta","2016S0504850","Both sexes","All ages","Persons","249","units","0","v1060814071","130.1.1","58273","","","","0"
"2012","Grande Prairie (CA), Alberta","2016S0504850","Both sexes","All ages","Persons","249","units","0","v1060814071","130.1.1","60548","","","","0"
"2013","Grande Prairie (CA), Alberta","2016S0504850","Both sexes","All ages","Persons","249","units","0","v1060814071","130.1.1","62342","","","","0"
"2014","Grande Prairie (CA), Alberta","2016S0504850","Both sexes","All ages","Persons","249","units","0","v1060814071","130.1.1","64246","","","","0"
"2015","Grande Prairie (CA), Alberta","2016S0504850","Both sexes","All ages","Persons","249","units","0","v1060814071","130.1.1","65513","","","","0"
"2016","Grande Prairie (CA), Alberta","2016S0504850","Both sexes","All ages","Persons","249","units","0","v1060814071","130.1.1","65044","","","","0"
"2017","Grande Prairie (CA), Alberta","2016S0504850","Both sexes","All ages","Persons","249","units","0","v1060814071","130.1.1","65298","","","","0"
"2018","Grande Prairie (CA), Alberta","2016S0504850","Both sexes","All ages","Persons","249","units","0","v1060814071","130.1.1","67403","","","","0"
"2019","Grande Prairie (CA), Alberta","2016S0504850","Both sexes","All ages","Persons","249","units","0","v1060814071","130.1.1","68281","","","","0"
"2020","Grande Prairie (CA), Alberta","2016S0504850","Both sexes","All ages","Persons","249","units","0","v1060814071","130.1.1","68605","","","","0"
"2021","Grande Prairie (CA), Alberta","2016S0504850","Both sexes","All ages","Persons","249","units","0","v1060814071","130.1.1","67967","","","","0"
"2022","Grande Prairie (CA), Alberta","2016S0504850","Both sexes","All ages","Persons","249","units","0","v1060814071","130.1.1","68350","","","","0"
"2001","Wood Buffalo (CA), Alberta","2016S0504860","Both sexes","All ages","Persons","249","units","0","v1060814401","131.1.1","43832","","","","0"
"2002","Wood Buffalo (CA), Alberta","2016S0504860","Both sexes","All ages","Persons","249","units","0","v1060814401","131.1.1","46651","","","","0"
"2003","Wood Buffalo (CA), Alberta","2016S0504860","Both sexes","All ages","Persons","249","units","0","v1060814401","131.1.1","49162","","","","0"
"2004","Wood Buffalo (CA), Alberta","2016S0504860","Both sexes","All ages","Persons","249","units","0","v1060814401","131.1.1","51160","","","","0"
"2005","Wood Buffalo (CA), Alberta","2016S0504860","Both sexes","All ages","Persons","249","units","0","v1060814401","131.1.1","52623","","","","0"
"2006","Wood Buffalo (CA), Alberta","2016S0504860","Both sexes","All ages","Persons","249","units","0","v1060814401","131.1.1","55034","","","","0"
"2007","Wood Buffalo (CA), Alberta","2016S0504860","Both sexes","All ages","Persons","249","units","0","v1060814401","131.1.1","58974","","","","0"
"2008","Wood Buffalo (CA), Alberta","2016S0504860","Both sexes","All ages","Persons","249","units","0","v1060814401","131.1.1","61635","","","","0"
"2009","Wood Buffalo (CA), Alberta","2016S0504860","Both sexes","All ages","Persons","249","units","0","v1060814401","131.1.1","64403","","","","0"
"2010","Wood Buffalo (CA), Alberta","2016S0504860","Both sexes","All ages","Persons","249","units","0","v1060814401","131.1.1","67280","","","","0"
"2011","Wood Buffalo (CA), Alberta","2016S0504860","Both sexes","All ages","Persons","249","units","0","v1060814401","131.1.1","70642","","","","0"
"2012","Wood Buffalo (CA), Alberta","2016S0504860","Both sexes","All ages","Persons","249","units","0","v1060814401","131.1.1","74259","","","","0"
"2013","Wood Buffalo (CA), Alberta","2016S0504860","Both sexes","All ages","Persons","249","units","0","v1060814401","131.1.1","78260","","","","0"
"2014","Wood Buffalo (CA), Alberta","2016S0504860","Both sexes","All ages","Persons","249","units","0","v1060814401","131.1.1","80468","","","","0"
"2015","Wood Buffalo (CA), Alberta","2016S0504860","Both sexes","All ages","Persons","249","units","0","v1060814401","131.1.1","79016","","","","0"
"2016","Wood Buffalo (CA), Alberta","2016S0504860","Both sexes","All ages","Persons","249","units","0","v1060814401","131.1.1","75302","","","","0"
"2017","Wood Buffalo (CA), Alberta","2016S0504860","Both sexes","All ages","Persons","249","units","0","v1060814401","131.1.1","73493","","","","0"
"2018","Wood Buffalo (CA), Alberta","2016S0504860","Both sexes","All ages","Persons","249","units","0","v1060814401","131.1.1","74408","","","","0"
"2019","Wood Buffalo (CA), Alberta","2016S0504860","Both sexes","All ages","Persons","249","units","0","v1060814401","131.1.1","75363","","","","0"
"2020","Wood Buffalo (CA), Alberta","2016S0504860","Both sexes","All ages","Persons","249","units","0","v1060814401","131.1.1","75912","","","","0"
"2021","Wood Buffalo (CA), Alberta","2016S0504860","Both sexes","All ages","Persons","249","units","0","v1060814401","131.1.1","75667","","","","0"
"2022","Wood Buffalo (CA), Alberta","2016S0504860","Both sexes","All ages","Persons","249","units","0","v1060814401","131.1.1","76649","","","","0"
"2001","Wetaskiwin (CA), Alberta","2016S0504865","Both sexes","All ages","Persons","249","units","0","v1060814731","132.1.1","11412","","","","0"
"2002","Wetaskiwin (CA), Alberta","2016S0504865","Both sexes","All ages","Persons","249","units","0","v1060814731","132.1.1","11550","","","","0"
"2003","Wetaskiwin (CA), Alberta","2016S0504865","Both sexes","All ages","Persons","249","units","0","v1060814731","132.1.1","11638","","","","0"
"2004","Wetaskiwin (CA), Alberta","2016S0504865","Both sexes","All ages","Persons","249","units","0","v1060814731","132.1.1","11734","","","","0"
"2005","Wetaskiwin (CA), Alberta","2016S0504865","Both sexes","All ages","Persons","249","units","0","v1060814731","132.1.1","11927","","","","0"
"2006","Wetaskiwin (CA), Alberta","2016S0504865","Both sexes","All ages","Persons","249","units","0","v1060814731","132.1.1","12056","","","","0"
"2007","Wetaskiwin (CA), Alberta","2016S0504865","Both sexes","All ages","Persons","249","units","0","v1060814731","132.1.1","12252","","","","0"
"2008","Wetaskiwin (CA), Alberta","2016S0504865","Both sexes","All ages","Persons","249","units","0","v1060814731","132.1.1","12422","","","","0"
"2009","Wetaskiwin (CA), Alberta","2016S0504865","Both sexes","All ages","Persons","249","units","0","v1060814731","132.1.1","12598","","","","0"
"2010","Wetaskiwin (CA), Alberta","2016S0504865","Both sexes","All ages","Persons","249","units","0","v1060814731","132.1.1","12722","","","","0"
"2011","Wetaskiwin (CA), Alberta","2016S0504865","Both sexes","All ages","Persons","249","units","0","v1060814731","132.1.1","12897","","","","0"
"2012","Wetaskiwin (CA), Alberta","2016S0504865","Both sexes","All ages","Persons","249","units","0","v1060814731","132.1.1","13095","","","","0"
"2013","Wetaskiwin (CA), Alberta","2016S0504865","Both sexes","All ages","Persons","249","units","0","v1060814731","132.1.1","13173","","","","0"
"2014","Wetaskiwin (CA), Alberta","2016S0504865","Both sexes","All ages","Persons","249","units","0","v1060814731","132.1.1","13161","","","","0"
"2015","Wetaskiwin (CA), Alberta","2016S0504865","Both sexes","All ages","Persons","249","units","0","v1060814731","132.1.1","12880","","","","0"
"2016","Wetaskiwin (CA), Alberta","2016S0504865","Both sexes","All ages","Persons","249","units","0","v1060814731","132.1.1","12994","","","","0"
"2017","Wetaskiwin (CA), Alberta","2016S0504865","Both sexes","All ages","Persons","249","units","0","v1060814731","132.1.1","13122","","","","0"
"2018","Wetaskiwin (CA), Alberta","2016S0504865","Both sexes","All ages","Persons","249","units","0","v1060814731","132.1.1","13146","","","","0"
"2019","Wetaskiwin (CA), Alberta","2016S0504865","Both sexes","All ages","Persons","249","units","0","v1060814731","132.1.1","13097","","","","0"
"2020","Wetaskiwin (CA), Alberta","2016S0504865","Both sexes","All ages","Persons","249","units","0","v1060814731","132.1.1","12981","","","","0"
"2021","Wetaskiwin (CA), Alberta","2016S0504865","Both sexes","All ages","Persons","249","units","0","v1060814731","132.1.1","12873","","","","0"
"2022","Wetaskiwin (CA), Alberta","2016S0504865","Both sexes","All ages","Persons","249","units","0","v1060814731","132.1.1","12935","","","","0"
"2001","Cranbrook (CA), British Columbia","2016S0504905","Both sexes","All ages","Persons","249","units","0","v1060815061","133.1.1","25277","","","","0"
"2002","Cranbrook (CA), British Columbia","2016S0504905","Both sexes","All ages","Persons","249","units","0","v1060815061","133.1.1","25109","","","","0"
"2003","Cranbrook (CA), British Columbia","2016S0504905","Both sexes","All ages","Persons","249","units","0","v1060815061","133.1.1","24935","","","","0"
"2004","Cranbrook (CA), British Columbia","2016S0504905","Both sexes","All ages","Persons","249","units","0","v1060815061","133.1.1","24750","","","","0"
"2005","Cranbrook (CA), British Columbia","2016S0504905","Both sexes","All ages","Persons","249","units","0","v1060815061","133.1.1","24659","","","","0"
"2006","Cranbrook (CA), British Columbia","2016S0504905","Both sexes","All ages","Persons","249","units","0","v1060815061","133.1.1","24762","","","","0"
"2007","Cranbrook (CA), British Columbia","2016S0504905","Both sexes","All ages","Persons","249","units","0","v1060815061","133.1.1","25080","","","","0"
"2008","Cranbrook (CA), British Columbia","2016S0504905","Both sexes","All ages","Persons","249","units","0","v1060815061","133.1.1","25369","","","","0"
"2009","Cranbrook (CA), British Columbia","2016S0504905","Both sexes","All ages","Persons","249","units","0","v1060815061","133.1.1","25522","","","","0"
"2010","Cranbrook (CA), British Columbia","2016S0504905","Both sexes","All ages","Persons","249","units","0","v1060815061","133.1.1","25502","","","","0"
"2011","Cranbrook (CA), British Columbia","2016S0504905","Both sexes","All ages","Persons","249","units","0","v1060815061","133.1.1","25461","","","","0"
"2012","Cranbrook (CA), British Columbia","2016S0504905","Both sexes","All ages","Persons","249","units","0","v1060815061","133.1.1","25698","","","","0"
"2013","Cranbrook (CA), British Columbia","2016S0504905","Both sexes","All ages","Persons","249","units","0","v1060815061","133.1.1","25984","","","","0"
"2014","Cranbrook (CA), British Columbia","2016S0504905","Both sexes","All ages","Persons","249","units","0","v1060815061","133.1.1","26327","","","","0"
"2015","Cranbrook (CA), British Columbia","2016S0504905","Both sexes","All ages","Persons","249","units","0","v1060815061","133.1.1","26768","","","","0"
"2016","Cranbrook (CA), British Columbia","2016S0504905","Both sexes","All ages","Persons","249","units","0","v1060815061","133.1.1","27073","","","","0"
"2017","Cranbrook (CA), British Columbia","2016S0504905","Both sexes","All ages","Persons","249","units","0","v1060815061","133.1.1","27306","","","","0"
"2018","Cranbrook (CA), British Columbia","2016S0504905","Both sexes","All ages","Persons","249","units","0","v1060815061","133.1.1","27550","","","","0"
"2019","Cranbrook (CA), British Columbia","2016S0504905","Both sexes","All ages","Persons","249","units","0","v1060815061","133.1.1","27900","","","","0"
"2020","Cranbrook (CA), British Columbia","2016S0504905","Both sexes","All ages","Persons","249","units","0","v1060815061","133.1.1","27927","","","","0"
"2021","Cranbrook (CA), British Columbia","2016S0504905","Both sexes","All ages","Persons","249","units","0","v1060815061","133.1.1","27930","","","","0"
"2022","Cranbrook (CA), British Columbia","2016S0504905","Both sexes","All ages","Persons","249","units","0","v1060815061","133.1.1","28052","","","","0"
"2001","Nelson (CA), British Columbia","2016S0504907","Both sexes","All ages","Persons","249","units","0","v1060815391","134.1.1","17488","","","","0"
"2002","Nelson (CA), British Columbia","2016S0504907","Both sexes","All ages","Persons","249","units","0","v1060815391","134.1.1","17260","","","","0"
"2003","Nelson (CA), British Columbia","2016S0504907","Both sexes","All ages","Persons","249","units","0","v1060815391","134.1.1","17120","","","","0"
"2004","Nelson (CA), British Columbia","2016S0504907","Both sexes","All ages","Persons","249","units","0","v1060815391","134.1.1","17086","","","","0"
"2005","Nelson (CA), British Columbia","2016S0504907","Both sexes","All ages","Persons","249","units","0","v1060815391","134.1.1","17083","","","","0"
"2006","Nelson (CA), British Columbia","2016S0504907","Both sexes","All ages","Persons","249","units","0","v1060815391","134.1.1","17187","","","","0"
"2007","Nelson (CA), British Columbia","2016S0504907","Both sexes","All ages","Persons","249","units","0","v1060815391","134.1.1","17473","","","","0"
"2008","Nelson (CA), British Columbia","2016S0504907","Both sexes","All ages","Persons","249","units","0","v1060815391","134.1.1","17773","","","","0"
"2009","Nelson (CA), British Columbia","2016S0504907","Both sexes","All ages","Persons","249","units","0","v1060815391","134.1.1","17992","","","","0"
"2010","Nelson (CA), British Columbia","2016S0504907","Both sexes","All ages","Persons","249","units","0","v1060815391","134.1.1","18175","","","","0"
"2011","Nelson (CA), British Columbia","2016S0504907","Both sexes","All ages","Persons","249","units","0","v1060815391","134.1.1","18310","","","","0"
"2012","Nelson (CA), British Columbia","2016S0504907","Both sexes","All ages","Persons","249","units","0","v1060815391","134.1.1","18339","","","","0"
"2013","Nelson (CA), British Columbia","2016S0504907","Both sexes","All ages","Persons","249","units","0","v1060815391","134.1.1","18502","","","","0"
"2014","Nelson (CA), British Columbia","2016S0504907","Both sexes","All ages","Persons","249","units","0","v1060815391","134.1.1","18614","","","","0"
"2015","Nelson (CA), British Columbia","2016S0504907","Both sexes","All ages","Persons","249","units","0","v1060815391","134.1.1","18882","","","","0"
"2016","Nelson (CA), British Columbia","2016S0504907","Both sexes","All ages","Persons","249","units","0","v1060815391","134.1.1","19122","","","","0"
"2017","Nelson (CA), British Columbia","2016S0504907","Both sexes","All ages","Persons","249","units","0","v1060815391","134.1.1","19209","","","","0"
"2018","Nelson (CA), British Columbia","2016S0504907","Both sexes","All ages","Persons","249","units","0","v1060815391","134.1.1","19412","","","","0"
"2019","Nelson (CA), British Columbia","2016S0504907","Both sexes","All ages","Persons","249","units","0","v1060815391","134.1.1","19646","","","","0"
"2020","Nelson (CA), British Columbia","2016S0504907","Both sexes","All ages","Persons","249","units","0","v1060815391","134.1.1","19901","","","","0"
"2021","Nelson (CA), British Columbia","2016S0504907","Both sexes","All ages","Persons","249","units","0","v1060815391","134.1.1","20071","","","","0"
"2022","Nelson (CA), British Columbia","2016S0504907","Both sexes","All ages","Persons","249","units","0","v1060815391","134.1.1","20254","","","","0"
"2001","Penticton (CA), British Columbia","2016S0504913","Both sexes","All ages","Persons","249","units","0","v1060815721","135.1.1","41330","","","","0"
"2002","Penticton (CA), British Columbia","2016S0504913","Both sexes","All ages","Persons","249","units","0","v1060815721","135.1.1","41559","","","","0"
"2003","Penticton (CA), British Columbia","2016S0504913","Both sexes","All ages","Persons","249","units","0","v1060815721","135.1.1","41772","","","","0"
"2004","Penticton (CA), British Columbia","2016S0504913","Both sexes","All ages","Persons","249","units","0","v1060815721","135.1.1","42134","","","","0"
"2005","Penticton (CA), British Columbia","2016S0504913","Both sexes","All ages","Persons","249","units","0","v1060815721","135.1.1","42285","","","","0"
"2006","Penticton (CA), British Columbia","2016S0504913","Both sexes","All ages","Persons","249","units","0","v1060815721","135.1.1","42251","","","","0"
"2007","Penticton (CA), British Columbia","2016S0504913","Both sexes","All ages","Persons","249","units","0","v1060815721","135.1.1","42607","","","","0"
"2008","Penticton (CA), British Columbia","2016S0504913","Both sexes","All ages","Persons","249","units","0","v1060815721","135.1.1","42967","","","","0"
"2009","Penticton (CA), British Columbia","2016S0504913","Both sexes","All ages","Persons","249","units","0","v1060815721","135.1.1","42913","","","","0"
"2010","Penticton (CA), British Columbia","2016S0504913","Both sexes","All ages","Persons","249","units","0","v1060815721","135.1.1","42855","","","","0"
"2011","Penticton (CA), British Columbia","2016S0504913","Both sexes","All ages","Persons","249","units","0","v1060815721","135.1.1","42926","","","","0"
"2012","Penticton (CA), British Columbia","2016S0504913","Both sexes","All ages","Persons","249","units","0","v1060815721","135.1.1","43220","","","","0"
"2013","Penticton (CA), British Columbia","2016S0504913","Both sexes","All ages","Persons","249","units","0","v1060815721","135.1.1","43552","","","","0"
"2014","Penticton (CA), British Columbia","2016S0504913","Both sexes","All ages","Persons","249","units","0","v1060815721","135.1.1","43910","","","","0"
"2015","Penticton (CA), British Columbia","2016S0504913","Both sexes","All ages","Persons","249","units","0","v1060815721","135.1.1","44343","","","","0"
"2016","Penticton (CA), British Columbia","2016S0504913","Both sexes","All ages","Persons","249","units","0","v1060815721","135.1.1","45017","","","","0"
"2017","Penticton (CA), British Columbia","2016S0504913","Both sexes","All ages","Persons","249","units","0","v1060815721","135.1.1","45540","","","","0"
"2018","Penticton (CA), British Columbia","2016S0504913","Both sexes","All ages","Persons","249","units","0","v1060815721","135.1.1","46020","","","","0"
"2019","Penticton (CA), British Columbia","2016S0504913","Both sexes","All ages","Persons","249","units","0","v1060815721","135.1.1","46501","","","","0"
"2020","Penticton (CA), British Columbia","2016S0504913","Both sexes","All ages","Persons","249","units","0","v1060815721","135.1.1","46956","","","","0"
"2021","Penticton (CA), British Columbia","2016S0504913","Both sexes","All ages","Persons","249","units","0","v1060815721","135.1.1","47176","","","","0"
"2022","Penticton (CA), British Columbia","2016S0504913","Both sexes","All ages","Persons","249","units","0","v1060815721","135.1.1","47449","","","","0"
"2001","Vernon (CA), British Columbia","2016S0504918","Both sexes","All ages","Persons","249","units","0","v1060816381","137.1.1","53761","","","","0"
"2002","Vernon (CA), British Columbia","2016S0504918","Both sexes","All ages","Persons","249","units","0","v1060816381","137.1.1","54112","","","","0"
"2003","Vernon (CA), British Columbia","2016S0504918","Both sexes","All ages","Persons","249","units","0","v1060816381","137.1.1","54753","","","","0"
"2004","Vernon (CA), British Columbia","2016S0504918","Both sexes","All ages","Persons","249","units","0","v1060816381","137.1.1","55467","","","","0"
"2005","Vernon (CA), British Columbia","2016S0504918","Both sexes","All ages","Persons","249","units","0","v1060816381","137.1.1","56463","","","","0"
"2006","Vernon (CA), British Columbia","2016S0504918","Both sexes","All ages","Persons","249","units","0","v1060816381","137.1.1","56837","","","","0"
"2007","Vernon (CA), British Columbia","2016S0504918","Both sexes","All ages","Persons","249","units","0","v1060816381","137.1.1","57637","","","","0"
"2008","Vernon (CA), British Columbia","2016S0504918","Both sexes","All ages","Persons","249","units","0","v1060816381","137.1.1","58582","","","","0"
"2009","Vernon (CA), British Columbia","2016S0504918","Both sexes","All ages","Persons","249","units","0","v1060816381","137.1.1","59157","","","","0"
"2010","Vernon (CA), British Columbia","2016S0504918","Both sexes","All ages","Persons","249","units","0","v1060816381","137.1.1","59430","","","","0"
"2011","Vernon (CA), British Columbia","2016S0504918","Both sexes","All ages","Persons","249","units","0","v1060816381","137.1.1","59477","","","","0"
"2012","Vernon (CA), British Columbia","2016S0504918","Both sexes","All ages","Persons","249","units","0","v1060816381","137.1.1","60128","","","","0"
"2013","Vernon (CA), British Columbia","2016S0504918","Both sexes","All ages","Persons","249","units","0","v1060816381","137.1.1","60484","","","","0"
"2014","Vernon (CA), British Columbia","2016S0504918","Both sexes","All ages","Persons","249","units","0","v1060816381","137.1.1","61479","","","","0"
"2015","Vernon (CA), British Columbia","2016S0504918","Both sexes","All ages","Persons","249","units","0","v1060816381","137.1.1","62421","","","","0"
"2016","Vernon (CA), British Columbia","2016S0504918","Both sexes","All ages","Persons","249","units","0","v1060816381","137.1.1","63615","","","","0"
"2017","Vernon (CA), British Columbia","2016S0504918","Both sexes","All ages","Persons","249","units","0","v1060816381","137.1.1","64511","","","","0"
"2018","Vernon (CA), British Columbia","2016S0504918","Both sexes","All ages","Persons","249","units","0","v1060816381","137.1.1","65033","","","","0"
"2019","Vernon (CA), British Columbia","2016S0504918","Both sexes","All ages","Persons","249","units","0","v1060816381","137.1.1","65920","","","","0"
"2020","Vernon (CA), British Columbia","2016S0504918","Both sexes","All ages","Persons","249","units","0","v1060816381","137.1.1","66950","","","","0"
"2021","Vernon (CA), British Columbia","2016S0504918","Both sexes","All ages","Persons","249","units","0","v1060816381","137.1.1","67694","","","","0"
"2022","Vernon (CA), British Columbia","2016S0504918","Both sexes","All ages","Persons","249","units","0","v1060816381","137.1.1","68961","","","","0"
"2001","Salmon Arm (CA), British Columbia","2016S0504920","Both sexes","All ages","Persons","249","units","0","v1060816711","138.1.1","16021","","","","0"
"2002","Salmon Arm (CA), British Columbia","2016S0504920","Both sexes","All ages","Persons","249","units","0","v1060816711","138.1.1","16054","","","","0"
"2003","Salmon Arm (CA), British Columbia","2016S0504920","Both sexes","All ages","Persons","249","units","0","v1060816711","138.1.1","16162","","","","0"
"2004","Salmon Arm (CA), British Columbia","2016S0504920","Both sexes","All ages","Persons","249","units","0","v1060816711","138.1.1","16223","","","","0"
"2005","Salmon Arm (CA), British Columbia","2016S0504920","Both sexes","All ages","Persons","249","units","0","v1060816711","138.1.1","16409","","","","0"
"2006","Salmon Arm (CA), British Columbia","2016S0504920","Both sexes","All ages","Persons","249","units","0","v1060816711","138.1.1","16623","","","","0"
"2007","Salmon Arm (CA), British Columbia","2016S0504920","Both sexes","All ages","Persons","249","units","0","v1060816711","138.1.1","17061","","","","0"
"2008","Salmon Arm (CA), British Columbia","2016S0504920","Both sexes","All ages","Persons","249","units","0","v1060816711","138.1.1","17417","","","","0"
"2009","Salmon Arm (CA), British Columbia","2016S0504920","Both sexes","All ages","Persons","249","units","0","v1060816711","138.1.1","17628","","","","0"
"2010","Salmon Arm (CA), British Columbia","2016S0504920","Both sexes","All ages","Persons","249","units","0","v1060816711","138.1.1","17843","","","","0"
"2011","Salmon Arm (CA), British Columbia","2016S0504920","Both sexes","All ages","Persons","249","units","0","v1060816711","138.1.1","17912","","","","0"
"2012","Salmon Arm (CA), British Columbia","2016S0504920","Both sexes","All ages","Persons","249","units","0","v1060816711","138.1.1","17815","","","","0"
"2013","Salmon Arm (CA), British Columbia","2016S0504920","Both sexes","All ages","Persons","249","units","0","v1060816711","138.1.1","17840","","","","0"
"2014","Salmon Arm (CA), British Columbia","2016S0504920","Both sexes","All ages","Persons","249","units","0","v1060816711","138.1.1","17921","","","","0"
"2015","Salmon Arm (CA), British Columbia","2016S0504920","Both sexes","All ages","Persons","249","units","0","v1060816711","138.1.1","18273","","","","0"
"2016","Salmon Arm (CA), British Columbia","2016S0504920","Both sexes","All ages","Persons","249","units","0","v1060816711","138.1.1","18526","","","","0"
"2017","Salmon Arm (CA), British Columbia","2016S0504920","Both sexes","All ages","Persons","249","units","0","v1060816711","138.1.1","18872","","","","0"
"2018","Salmon Arm (CA), British Columbia","2016S0504920","Both sexes","All ages","Persons","249","units","0","v1060816711","138.1.1","19078","","","","0"
"2019","Salmon Arm (CA), British Columbia","2016S0504920","Both sexes","All ages","Persons","249","units","0","v1060816711","138.1.1","19350","","","","0"
"2020","Salmon Arm (CA), British Columbia","2016S0504920","Both sexes","All ages","Persons","249","units","0","v1060816711","138.1.1","19487","","","","0"
"2021","Salmon Arm (CA), British Columbia","2016S0504920","Both sexes","All ages","Persons","249","units","0","v1060816711","138.1.1","19699","","","","0"
"2022","Salmon Arm (CA), British Columbia","2016S0504920","Both sexes","All ages","Persons","249","units","0","v1060816711","138.1.1","19997","","","","0"
"2001","Kamloops (CA), British Columbia","2016S0504925","Both sexes","All ages","Persons","249","units","0","v1060817041","139.1.1","92786","","","","0"
"2002","Kamloops (CA), British Columbia","2016S0504925","Both sexes","All ages","Persons","249","units","0","v1060817041","139.1.1","92547","","","","0"
"2003","Kamloops (CA), British Columbia","2016S0504925","Both sexes","All ages","Persons","249","units","0","v1060817041","139.1.1","92843","","","","0"
"2004","Kamloops (CA), British Columbia","2016S0504925","Both sexes","All ages","Persons","249","units","0","v1060817041","139.1.1","93501","","","","0"
"2005","Kamloops (CA), British Columbia","2016S0504925","Both sexes","All ages","Persons","249","units","0","v1060817041","139.1.1","94358","","","","0"
"2006","Kamloops (CA), British Columbia","2016S0504925","Both sexes","All ages","Persons","249","units","0","v1060817041","139.1.1","95606","","","","0"
"2007","Kamloops (CA), British Columbia","2016S0504925","Both sexes","All ages","Persons","249","units","0","v1060817041","139.1.1","97468","","","","0"
"2008","Kamloops (CA), British Columbia","2016S0504925","Both sexes","All ages","Persons","249","units","0","v1060817041","139.1.1","99272","","","","0"
"2009","Kamloops (CA), British Columbia","2016S0504925","Both sexes","All ages","Persons","249","units","0","v1060817041","139.1.1","100129","","","","0"
"2010","Kamloops (CA), British Columbia","2016S0504925","Both sexes","All ages","Persons","249","units","0","v1060817041","139.1.1","100586","","","","0"
"2011","Kamloops (CA), British Columbia","2016S0504925","Both sexes","All ages","Persons","249","units","0","v1060817041","139.1.1","100830","","","","0"
"2012","Kamloops (CA), British Columbia","2016S0504925","Both sexes","All ages","Persons","249","units","0","v1060817041","139.1.1","102073","","","","0"
"2013","Kamloops (CA), British Columbia","2016S0504925","Both sexes","All ages","Persons","249","units","0","v1060817041","139.1.1","103413","","","","0"
"2014","Kamloops (CA), British Columbia","2016S0504925","Both sexes","All ages","Persons","249","units","0","v1060817041","139.1.1","104711","","","","0"
"2015","Kamloops (CA), British Columbia","2016S0504925","Both sexes","All ages","Persons","249","units","0","v1060817041","139.1.1","106093","","","","0"
"2016","Kamloops (CA), British Columbia","2016S0504925","Both sexes","All ages","Persons","249","units","0","v1060817041","139.1.1","108213","","","","0"
"2017","Kamloops (CA), British Columbia","2016S0504925","Both sexes","All ages","Persons","249","units","0","v1060817041","139.1.1","110509","","","","0"
"2018","Kamloops (CA), British Columbia","2016S0504925","Both sexes","All ages","Persons","249","units","0","v1060817041","139.1.1","114056","","","","0"
"2019","Kamloops (CA), British Columbia","2016S0504925","Both sexes","All ages","Persons","249","units","0","v1060817041","139.1.1","115683","","","","0"
"2020","Kamloops (CA), British Columbia","2016S0504925","Both sexes","All ages","Persons","249","units","0","v1060817041","139.1.1","116851","","","","0"
"2021","Kamloops (CA), British Columbia","2016S0504925","Both sexes","All ages","Persons","249","units","0","v1060817041","139.1.1","117137","","","","0"
"2022","Kamloops (CA), British Columbia","2016S0504925","Both sexes","All ages","Persons","249","units","0","v1060817041","139.1.1","119408","","","","0"
"2001","Chilliwack (CA), British Columbia","2016S0504930","Both sexes","All ages","Persons","249","units","0","v1060817371","140.1.1","79828","","","","0"
"2002","Chilliwack (CA), British Columbia","2016S0504930","Both sexes","All ages","Persons","249","units","0","v1060817371","140.1.1","81125","","","","0"
"2003","Chilliwack (CA), British Columbia","2016S0504930","Both sexes","All ages","Persons","249","units","0","v1060817371","140.1.1","82581","","","","0"
"2004","Chilliwack (CA), British Columbia","2016S0504930","Both sexes","All ages","Persons","249","units","0","v1060817371","140.1.1","84521","","","","0"
"2005","Chilliwack (CA), British Columbia","2016S0504930","Both sexes","All ages","Persons","249","units","0","v1060817371","140.1.1","86150","","","","0"
"2006","Chilliwack (CA), British Columbia","2016S0504930","Both sexes","All ages","Persons","249","units","0","v1060817371","140.1.1","86854","","","","0"
"2007","Chilliwack (CA), British Columbia","2016S0504930","Both sexes","All ages","Persons","249","units","0","v1060817371","140.1.1","88694","","","","0"
"2008","Chilliwack (CA), British Columbia","2016S0504930","Both sexes","All ages","Persons","249","units","0","v1060817371","140.1.1","90753","","","","0"
"2009","Chilliwack (CA), British Columbia","2016S0504930","Both sexes","All ages","Persons","249","units","0","v1060817371","140.1.1","92548","","","","0"
"2010","Chilliwack (CA), British Columbia","2016S0504930","Both sexes","All ages","Persons","249","units","0","v1060817371","140.1.1","94398","","","","0"
"2011","Chilliwack (CA), British Columbia","2016S0504930","Both sexes","All ages","Persons","249","units","0","v1060817371","140.1.1","95862","","","","0"
"2012","Chilliwack (CA), British Columbia","2016S0504930","Both sexes","All ages","Persons","249","units","0","v1060817371","140.1.1","97595","","","","0"
"2013","Chilliwack (CA), British Columbia","2016S0504930","Both sexes","All ages","Persons","249","units","0","v1060817371","140.1.1","98991","","","","0"
"2014","Chilliwack (CA), British Columbia","2016S0504930","Both sexes","All ages","Persons","249","units","0","v1060817371","140.1.1","100626","","","","0"
